Project Name,Revision ID,API Type,Commit Type,Note,Log
vrenkens/tfkaldi,f0641a826ec0fca99d16425d8c096b50d49dc528,,Feature,,moving from while loop to an attend and spellcell.
vrenkens/tfkaldi,f0641a826ec0fca99d16425d8c096b50d49dc528,Initializer,Feature,,moving from while loop to an attend and spellcell.
vrenkens/tfkaldi,f0641a826ec0fca99d16425d8c096b50d49dc528,Temporal,Feature,,moving from while loop to an attend and spellcell.
mckinziebrandon/DeepChatModels,41f299297986ce8a52f57cc50fafe06d5053d3ec,,Feature,,misc model improvements before merging with web.
mckinziebrandon/DeepChatModels,41f299297986ce8a52f57cc50fafe06d5053d3ec,Temporal,Feature,,misc model improvements before merging with web.
e2crawfo/auto_yolo,0253ae9ba6a61c0c7b33a25cbce6d9452e0c0682,Temporal,Feature,,added option to turn off variational training for yolo_math_simple
inikdom/rnn-speech,ddb5fe8214e340527ddcdfe143accda3355f77c4,,Bug Fix,,keep rnn state between mini-batchs (only reset internal state between each batch)
inikdom/rnn-speech,ddb5fe8214e340527ddcdfe143accda3355f77c4,Training,Bug Fix,,keep rnn state between mini-batchs (only reset internal state between each batch)
inikdom/rnn-speech,ddb5fe8214e340527ddcdfe143accda3355f77c4,Temporal,Bug Fix,,keep rnn state between mini-batchs (only reset internal state between each batch)
CannyLab/rinokeras,3ce3ee87ce6ef0600d2246625be81e045c677757,,Bug Fix,,get rl code working  standard policy  ppo  vpg debugged and working
CannyLab/rinokeras,3ce3ee87ce6ef0600d2246625be81e045c677757,Training,Bug Fix,,get rl code working  standard policy  ppo  vpg debugged and working
CannyLab/rinokeras,3ce3ee87ce6ef0600d2246625be81e045c677757,Temporal,Bug Fix,,get rl code working  standard policy  ppo  vpg debugged and working
mckinziebrandon/DeepChatModels,1fb99e33809a2521a4cb59e0867e9f93d69d0930,,Feature,,implemented suggestion of embeddingwrapper docstring as a test. now i'm going to integrate that into the bot models.
mckinziebrandon/DeepChatModels,1fb99e33809a2521a4cb59e0867e9f93d69d0930,Temporal,Feature,,implemented suggestion of embeddingwrapper docstring as a test. now i'm going to integrate that into the bot models.
arthurflor23/handwritten-text-recognition,5e4fa76614668ad7ada8b9bef7b60b3bb5516224,,Bug Fix,,fix callback parameters\nadd partial flor model
arthurflor23/handwritten-text-recognition,5e4fa76614668ad7ada8b9bef7b60b3bb5516224,Temporal,Bug Fix,,fix callback parameters\nadd partial flor model
arthurflor23/handwritten-text-recognition,5e4fa76614668ad7ada8b9bef7b60b3bb5516224,Convolutional,Bug Fix,,fix callback parameters\nadd partial flor model
arthurflor23/handwritten-text-recognition,5e4fa76614668ad7ada8b9bef7b60b3bb5516224,Training,Bug Fix,,fix callback parameters\nadd partial flor model
arthurflor23/handwritten-text-recognition,5e4fa76614668ad7ada8b9bef7b60b3bb5516224,Reshaping,Bug Fix,,fix callback parameters\nadd partial flor model
mckinziebrandon/DeepChatModels,32176ccf895689e4e0d856002b265809c2283e3b,,Feature,,incorporated the use of pydocs locate to easily pass in encoder classes through config  as opposed to being hardcoded.
mckinziebrandon/DeepChatModels,32176ccf895689e4e0d856002b265809c2283e3b,Temporal,Feature,,incorporated the use of pydocs locate to easily pass in encoder classes through config  as opposed to being hardcoded.
ogroth/tf-gqn,4bfc8b77010bc3917a4ec5e8ecbfc8dfe76d746f,,Feature,,[wip] implement generator lstm cell.
ogroth/tf-gqn,4bfc8b77010bc3917a4ec5e8ecbfc8dfe76d746f,Temporal,Feature,,[wip] implement generator lstm cell.
ogroth/tf-gqn,4bfc8b77010bc3917a4ec5e8ecbfc8dfe76d746f,Convolutional,Feature,,[wip] implement generator lstm cell.
louiskirsch/speechT,1cfcf68e3af8ceff32f428fd852bb86d38896c36,,Feature,,added valid_word_count hyperparameter for language model
louiskirsch/speechT,1cfcf68e3af8ceff32f428fd852bb86d38896c36,Temporal,Feature,,added valid_word_count hyperparameter for language model
SPINLab/geometry-learning,16ba5786ac551b2d6b4c61dfa87b82611aae9a97,Temporal,Refactor,,refactor to include support for multiple lstm layers
SPINLab/geometry-learning,16ba5786ac551b2d6b4c61dfa87b82611aae9a97,Temporal,Feature,,refactor to include support for multiple lstm layers
solivr/tf-crnn,1bc4b8c610f65a80d7650beb4c53cd77727e6348,Temporal,Other,,rm argument rnn_seq_len in crnn constructor
sentinel-hub/eo-flow,dd0faac38dc8dc403f5b546c9bcee0d5c427c75d,,Feature,,add implementation of rnn-based architectures
sentinel-hub/eo-flow,dd0faac38dc8dc403f5b546c9bcee0d5c427c75d,Temporal,Feature,,add implementation of rnn-based architectures
sentinel-hub/eo-flow,dd0faac38dc8dc403f5b546c9bcee0d5c427c75d,Linear,Feature,,add implementation of rnn-based architectures
sentinel-hub/eo-flow,dd0faac38dc8dc403f5b546c9bcee0d5c427c75d,Activation,Feature,,add implementation of rnn-based architectures
sentinel-hub/eo-flow,dd0faac38dc8dc403f5b546c9bcee0d5c427c75d,Weight regularizer,Feature,,add implementation of rnn-based architectures
mckinziebrandon/DeepChatModels,5b268576e0a4b0c0d7b1576d1217d98ee9320a45,,Other,,mostly testing on test_data to gain a better intuition of model performance. right now  examining the bot responses when it's asked samples from the training data in train_dynamic_models.py
mckinziebrandon/DeepChatModels,5b268576e0a4b0c0d7b1576d1217d98ee9320a45,Training,Other,,mostly testing on test_data to gain a better intuition of model performance. right now  examining the bot responses when it's asked samples from the training data in train_dynamic_models.py
mckinziebrandon/DeepChatModels,5b268576e0a4b0c0d7b1576d1217d98ee9320a45,Temporal,Other,,mostly testing on test_data to gain a better intuition of model performance. right now  examining the bot responses when it's asked samples from the training data in train_dynamic_models.py
arthurflor23/handwritten-text-recognition,9e511f42e37a06f0e5b1389d64223517ca1ed557,Linear,Feature,,improve model with gru\nupdate requirements\nupload `similar_error_analysis` function
arthurflor23/handwritten-text-recognition,9e511f42e37a06f0e5b1389d64223517ca1ed557,Dropout,Feature,,improve model with gru\nupdate requirements\nupload `similar_error_analysis` function
arthurflor23/handwritten-text-recognition,9e511f42e37a06f0e5b1389d64223517ca1ed557,Temporal,Feature,,improve model with gru\nupdate requirements\nupload `similar_error_analysis` function
arthurflor23/handwritten-text-recognition,9e511f42e37a06f0e5b1389d64223517ca1ed557,Convolutional,Feature,,improve model with gru\nupdate requirements\nupload `similar_error_analysis` function
vrenkens/tfkaldi,952f7d95a77f7cf619f393e03ea6a1770cb714c6,Temporal,Feature,,first blstm layer version to be tested.
mckinziebrandon/DeepChatModels,97d73c4b806ee998f5fbf6d7cc91e51a86255e4e,,Deprecate,,1. significantly simplified bidirectional encoder reformatting logic. 2.\nimproved documentation for files in chatbot package.
mckinziebrandon/DeepChatModels,97d73c4b806ee998f5fbf6d7cc91e51a86255e4e,Temporal,Deprecate,,1. significantly simplified bidirectional encoder reformatting logic. 2.\nimproved documentation for files in chatbot package.
mckinziebrandon/DeepChatModels,97d73c4b806ee998f5fbf6d7cc91e51a86255e4e,,Refactor,,1. significantly simplified bidirectional encoder reformatting logic. 2.\nimproved documentation for files in chatbot package.
mckinziebrandon/DeepChatModels,97d73c4b806ee998f5fbf6d7cc91e51a86255e4e,Temporal,Refactor,,1. significantly simplified bidirectional encoder reformatting logic. 2.\nimproved documentation for files in chatbot package.
mckinziebrandon/DeepChatModels,6faab07d182b748a99e1fa08309960db0eceef04,,Refactor,,successfully refactored after two hours of debugging. worth it.
mckinziebrandon/DeepChatModels,6faab07d182b748a99e1fa08309960db0eceef04,Initializer,Refactor,,successfully refactored after two hours of debugging. worth it.
mckinziebrandon/DeepChatModels,6faab07d182b748a99e1fa08309960db0eceef04,Training,Refactor,,successfully refactored after two hours of debugging. worth it.
mckinziebrandon/DeepChatModels,6faab07d182b748a99e1fa08309960db0eceef04,Temporal,Refactor,,successfully refactored after two hours of debugging. worth it.
lvapeab/nmt-keras,d308d91dd72cc9f7d558516a1d7d66211d9bf4fe,Linear,Other,,skip_vectors_hidden_size option from config
lvapeab/nmt-keras,d308d91dd72cc9f7d558516a1d7d66211d9bf4fe,Temporal,Other,,skip_vectors_hidden_size option from config
mckinziebrandon/DeepChatModels,9a38c651a1ba9a408a4d89ef9504655066e9fd20,,Other,,made my own version of googles unidirectionalencoder.
mckinziebrandon/DeepChatModels,9a38c651a1ba9a408a4d89ef9504655066e9fd20,Initializer,Other,,made my own version of googles unidirectionalencoder.
mckinziebrandon/DeepChatModels,9a38c651a1ba9a408a4d89ef9504655066e9fd20,Temporal,Other,,made my own version of googles unidirectionalencoder.
weinman/cnn_lstm_ctc_ocr,69417c012eb23155598c0165e0c18c420bdc789f,,Refactor,,added jerod's comments and shifted model_fn of validate to model_fn.py. ready to be merged to full_integration
weinman/cnn_lstm_ctc_ocr,69417c012eb23155598c0165e0c18c420bdc789f,Prediction and evaluation,Refactor,,added jerod's comments and shifted model_fn of validate to model_fn.py. ready to be merged to full_integration
weinman/cnn_lstm_ctc_ocr,69417c012eb23155598c0165e0c18c420bdc789f,Temporal,Refactor,,added jerod's comments and shifted model_fn of validate to model_fn.py. ready to be merged to full_integration
alleveenstra/attentionocr,9354fb0e06886b3964973f9fca36bba1e971290d,,Resource,,describe why we need this software in the readme.md
alleveenstra/attentionocr,9354fb0e06886b3964973f9fca36bba1e971290d,Temporal,Resource,,describe why we need this software in the readme.md
SPINLab/geometry-learning,750cac1647086c0b354de4336e84545c3fc2ac01,,Other,,upgrade data: drop geometry type vector
SPINLab/geometry-learning,750cac1647086c0b354de4336e84545c3fc2ac01,Dropout,Other,,upgrade data: drop geometry type vector
SPINLab/geometry-learning,750cac1647086c0b354de4336e84545c3fc2ac01,Temporal,Other,,upgrade data: drop geometry type vector
SPINLab/geometry-learning,750cac1647086c0b354de4336e84545c3fc2ac01,Training,Other,,upgrade data: drop geometry type vector
SPINLab/geometry-learning,750cac1647086c0b354de4336e84545c3fc2ac01,Linear,Other,,upgrade data: drop geometry type vector
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,,Bug Fix,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Dropout,Bug Fix,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Training,Bug Fix,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Temporal,Bug Fix,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,,Feature,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Dropout,Feature,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Training,Feature,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
Svito-zar/NN-for-Missing-Marker-Reconstruction,abb41c36f145fa97d8ba555d74ea173986255944,Temporal,Feature,,adjusted hierarchical training to the banched sequence processing\n+ adjusted pretraining as well\n\ntodo: add recurrency
matiaslindgren/lidbox,75dddde16ddb1129c7fb1135dd8f985afb0dbf2e,Temporal,Bug Fix,,fix angular proximity loss lstm model
simonmeister/motion-rcnn,a38bf8d76498ec61722cb62d3c79d3014125bd59,Training,Bug Fix,,fixed a bug in sampled_loss()  made compatible for 0.12.0
simonmeister/motion-rcnn,a38bf8d76498ec61722cb62d3c79d3014125bd59,Temporal,Bug Fix,,fixed a bug in sampled_loss()  made compatible for 0.12.0
hirofumi0810/neural_sp,1179232b022f08fb2e39a37d6f405741a8eedabc,,Feature,,add residula feed-forward fully-connected layer with layer normalization
hirofumi0810/neural_sp,1179232b022f08fb2e39a37d6f405741a8eedabc,Temporal,Feature,,add residula feed-forward fully-connected layer with layer normalization
hirofumi0810/neural_sp,1179232b022f08fb2e39a37d6f405741a8eedabc,Activation,Feature,,add residula feed-forward fully-connected layer with layer normalization
uclnlp/jack,62195390b9c1f18fa0754a49c79d6df9266096b7,Temporal,Bug Fix,,fixed decoder inputs to 1st lstm
allenai/bi-att-flow,712b986bff1f1bff43364c60c3f7cc449812cac0,,Bug Fix,,dropout  bidirectional  no shuffle enabled\n\nsome issue with 444th 128-sized batch
allenai/bi-att-flow,712b986bff1f1bff43364c60c3f7cc449812cac0,Temporal,Bug Fix,,dropout  bidirectional  no shuffle enabled\n\nsome issue with 444th 128-sized batch
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Dropout,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Temporal,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Training,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Sparse,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Linear,Other,,model re-implemented in tensorflow
ishalyminov/multitask_disfluency_detection,523901925ec41e90f79f143ecb4b83eea125d678,Activation,Other,,model re-implemented in tensorflow
Pendulibrium/ai-visual-storytelling-seq2seq,0d50d61f5a90ec119014ddc8ca3eb777a6a2d334,Temporal,Bug Fix,,implement mask layer in encoder input  added gradient clipping by value\n\nfix #17
Pendulibrium/ai-visual-storytelling-seq2seq,0d50d61f5a90ec119014ddc8ca3eb777a6a2d334,Temporal,Feature,,implement mask layer in encoder input  added gradient clipping by value\n\nfix #17
simonmeister/motion-rcnn,320be60bd22a4518b1300c5fa6d572b49f20bafc,,Feature,,force new instance creation in multirnncell
simonmeister/motion-rcnn,320be60bd22a4518b1300c5fa6d572b49f20bafc,Linear,Feature,,force new instance creation in multirnncell
simonmeister/motion-rcnn,320be60bd22a4518b1300c5fa6d572b49f20bafc,Temporal,Feature,,force new instance creation in multirnncell
simonmeister/motion-rcnn,320be60bd22a4518b1300c5fa6d572b49f20bafc,Activation,Feature,,force new instance creation in multirnncell
yzhangcs/post,daf84957de0df3839175a7b48355651d089f4d51,,Bug Fix,,fix order error & memory overflow
yzhangcs/post,daf84957de0df3839175a7b48355651d089f4d51,Temporal,Bug Fix,,fix order error & memory overflow
jimfleming/recurrent-entity-networks,a9f9820703858189a19499d8a980f41b11d0a992,Temporal,Refactor,,cleanup and run more experiments
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,,Refactor,,some slight refactoring.  still needs work for 1.1
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,Temporal,Refactor,,some slight refactoring.  still needs work for 1.1
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,Sparse,Refactor,,some slight refactoring.  still needs work for 1.1
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,,Deprecate,,some slight refactoring.  still needs work for 1.1
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,Temporal,Deprecate,,some slight refactoring.  still needs work for 1.1
dpressel/mead-baseline,2b3b01e73e247657ead505444935ceeae762fec2,Sparse,Deprecate,,some slight refactoring.  still needs work for 1.1
mckinziebrandon/DeepChatModels,5c4ba52c848b2eac4f927d030cfd6d504222883b,Temporal,Bug Fix,,a lot of preprocessing  changing to batching techniques  and misc. bug fixes.
ogroth/tf-gqn,84e8153df80ae68ae42a2d1c2f2a23a86c13d6fa,,Feature,,implement inferencernncell  that can use interact with the generatorrnncell at training time.
ogroth/tf-gqn,84e8153df80ae68ae42a2d1c2f2a23a86c13d6fa,Temporal,Feature,,implement inferencernncell  that can use interact with the generatorrnncell at training time.
ogroth/tf-gqn,84e8153df80ae68ae42a2d1c2f2a23a86c13d6fa,Convolutional,Feature,,implement inferencernncell  that can use interact with the generatorrnncell at training time.
batra-mlp-lab/visdial-challenge-starter-pytorch,bc46ab5eae866a7ac2000ab014c1699eaad5cfc3,Temporal,Feature,,use multi-layer lstm with dropout for options
OMR-Research/MeasureDetector,25a16a2940b952d3f899abc55d107a5106d7790c,Temporal,Bug Fix,,don't reuse the same cell when creating multirnncell in ptb_word_lm.py
georgesterpu/avsr-tf1,6ff97717ef01c16e6402e5ca8ae35f360db7b152,Temporal,Bug Fix,,fixed several bugs in the unimodal decoder  now it allows an arbitrary number of layers  where only the first one is initialised from the final state of the last encoding layer
Svito-zar/NN-for-Missing-Marker-Reconstruction,80ed7bfab46ffe30bfa60bbd760687f3c6806e36,Temporal,Bug Fix,,started middle layer extraction.\nfounded a bug with lstms
simonmeister/motion-rcnn,f63a80aeb3d143188e343c99b1e8fd02aeaef7b5,,Bug Fix,,fix regressions caused by a previous change
simonmeister/motion-rcnn,f63a80aeb3d143188e343c99b1e8fd02aeaef7b5,Training,Bug Fix,,fix regressions caused by a previous change
simonmeister/motion-rcnn,f63a80aeb3d143188e343c99b1e8fd02aeaef7b5,Temporal,Bug Fix,,fix regressions caused by a previous change
albertaparicio/tfg-voice-conversion,d74d70d9dbf96d49a327e992cba68dbe8a3aded5,Temporal,Other,,merge bidirectional encoder states with sum instead of concat
vanhuyz/CycleGAN-TensorFlow,732937be9a9c617503516cf14fc2c125bc0de354,,Bug Fix,,try to use sigmoid before output
vanhuyz/CycleGAN-TensorFlow,732937be9a9c617503516cf14fc2c125bc0de354,Activation,Bug Fix,,try to use sigmoid before output
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,,Bug Fix,,update: using previous model because of model-collapse
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,Pooling,Bug Fix,,update: using previous model because of model-collapse
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,Activation,Bug Fix,,update: using previous model because of model-collapse
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,,Other,,update: using previous model because of model-collapse
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,Pooling,Other,,update: using previous model because of model-collapse
kozistr/Awesome-GANs,d98e10f059928aa653293c472eebe28954c7f8c6,Activation,Other,,update: using previous model because of model-collapse
Vermeille/Torchelie,878049589181e97c9351c093b6fd68abfdf85148,,Feature,,more efficient standard gan loss
Vermeille/Torchelie,878049589181e97c9351c093b6fd68abfdf85148,Training,Feature,,more efficient standard gan loss
Vermeille/Torchelie,878049589181e97c9351c093b6fd68abfdf85148,Activation,Feature,,more efficient standard gan loss
cotitan/SEASS-pytorch,8d8b60306c97eb81e28020445d1947614fbb8586,,Feature,,adding utils.py for data loading
cotitan/SEASS-pytorch,8d8b60306c97eb81e28020445d1947614fbb8586,Training,Feature,,adding utils.py for data loading
cotitan/SEASS-pytorch,8d8b60306c97eb81e28020445d1947614fbb8586,Activation,Feature,,adding utils.py for data loading
Xilinx/brevitas,8a5f5b1d93345394d868b2e5e0054f535f15aa28,,Refactor,,refactor: remove dependency on zero_hw_sentinel almost everywhere
Xilinx/brevitas,8a5f5b1d93345394d868b2e5e0054f535f15aa28,Activation,Refactor,,refactor: remove dependency on zero_hw_sentinel almost everywhere
Xilinx/brevitas,8a5f5b1d93345394d868b2e5e0054f535f15aa28,,Other,,refactor: remove dependency on zero_hw_sentinel almost everywhere
Xilinx/brevitas,8a5f5b1d93345394d868b2e5e0054f535f15aa28,Activation,Other,,refactor: remove dependency on zero_hw_sentinel almost everywhere
huggingface/transformers,af8425b749439eec00a886e635827a65b302a54d,,Refactor,,refactoring the tf activations functions (#7150)\n\n* refactoring the activations functions into a common file\r\n\r\n* apply style\r\n\r\n* remove unused import\r\n\r\n* fix tests\r\n\r\n* fix tests.
huggingface/transformers,af8425b749439eec00a886e635827a65b302a54d,Activation,Refactor,,refactoring the tf activations functions (#7150)\n\n* refactoring the activations functions into a common file\r\n\r\n* apply style\r\n\r\n* remove unused import\r\n\r\n* fix tests\r\n\r\n* fix tests.
huggingface/transformers,af8425b749439eec00a886e635827a65b302a54d,,Test,,refactoring the tf activations functions (#7150)\n\n* refactoring the activations functions into a common file\r\n\r\n* apply style\r\n\r\n* remove unused import\r\n\r\n* fix tests\r\n\r\n* fix tests.
huggingface/transformers,af8425b749439eec00a886e635827a65b302a54d,Activation,Test,,refactoring the tf activations functions (#7150)\n\n* refactoring the activations functions into a common file\r\n\r\n* apply style\r\n\r\n* remove unused import\r\n\r\n* fix tests\r\n\r\n* fix tests.
dpressel/mead-baseline,6209a8fb0d19d8808ce0c0250193beb770267137,,Feature,,update to reuse model file logic
dpressel/mead-baseline,6209a8fb0d19d8808ce0c0250193beb770267137,Activation,Feature,,update to reuse model file logic
HazyResearch/butterfly,2e1b3cb52caf814918f64cc6a4b05c9796b6697a,Activation,Other,,switch shufflenet back to using shuffle after bn  relu
nmasse/Short-term-plasticity-RNN,894d02c49b5e71e898eed49e7c90e5d832711d64,,Feature,,forcing inhibition in dendrites
nmasse/Short-term-plasticity-RNN,894d02c49b5e71e898eed49e7c90e5d832711d64,Activation,Feature,,forcing inhibition in dendrites
NifTK/NiftyNet,379fc50fe0ee8fdfdb60f770880b26c5fe86bb3d,,Bug Fix,,fix csv  and allows for probabilities output
NifTK/NiftyNet,379fc50fe0ee8fdfdb60f770880b26c5fe86bb3d,Activation,Bug Fix,,fix csv  and allows for probabilities output
NifTK/NiftyNet,379fc50fe0ee8fdfdb60f770880b26c5fe86bb3d,,Feature,,fix csv  and allows for probabilities output
NifTK/NiftyNet,379fc50fe0ee8fdfdb60f770880b26c5fe86bb3d,Activation,Feature,,fix csv  and allows for probabilities output
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Dropout,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Temporal,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Normalization,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Merging,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Linear,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Activation,Feature,,upgrade neural network architecture :chart_with_upward_trend:
ValentinVignal/midiGenerator,e45eef4be752adfae66ee19c8dbd43196b84a32a,Reshaping,Feature,,upgrade neural network architecture :chart_with_upward_trend:
RayeRen/multilingual-kd-pytorch,4db6579a6346b478d09166e672c9051f102e468b,,Refactor,,move normalization of model output (e.g.  via lsm) into model definition
RayeRen/multilingual-kd-pytorch,4db6579a6346b478d09166e672c9051f102e468b,Training,Refactor,,move normalization of model output (e.g.  via lsm) into model definition
RayeRen/multilingual-kd-pytorch,4db6579a6346b478d09166e672c9051f102e468b,Activation,Refactor,,move normalization of model output (e.g.  via lsm) into model definition
datlife/yolov2,ad7419454f61f60d3f0767de1449e39cecdbf4cd,,Other,,converted back to fit_generator
datlife/yolov2,ad7419454f61f60d3f0767de1449e39cecdbf4cd,Linear,Other,,converted back to fit_generator
datlife/yolov2,ad7419454f61f60d3f0767de1449e39cecdbf4cd,Training,Other,,converted back to fit_generator
datlife/yolov2,ad7419454f61f60d3f0767de1449e39cecdbf4cd,Activation,Other,,converted back to fit_generator
hirofumi0810/neural_sp,a5a36461266b1d03492117ff54769a9040b285b0,Temporal,Bug Fix,,fix bugs in location-based attention
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Dropout,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Normalization,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Convolutional,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Pooling,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Linear,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
deephyper/deephyper,253d0d6678ffb3103d4befaf037a58950bcef92c,Activation,Refactor,,deephyper is now a package\n\n\nformer-commit-id: 06be8878feced9159dbeb7b37fd61f2fbb6d0a75 [formerly 4d3e40275c1a8ba58075094d156790c9e41e08bc]\nformer-commit-id: 34d766b4614a9a7867cd4cd5aff23eb24d44acc2
cornellius-gp/gpytorch,703d623cf866003a4bf9ac9c5c33edf521ac2608,,Bug Fix,,use softplus to constrain cholesky diagonal to be positive
cornellius-gp/gpytorch,703d623cf866003a4bf9ac9c5c33edf521ac2608,Activation,Bug Fix,,use softplus to constrain cholesky diagonal to be positive
strongio/torch-kalman,686772f8dc5d9817bdf8243c30ba8b9085e7bd34,,Other,,support full-rank covariance instead of block-diag
strongio/torch-kalman,686772f8dc5d9817bdf8243c30ba8b9085e7bd34,Merging,Other,,support full-rank covariance instead of block-diag
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,,Refactor,,adding things to conversion module; tweaks + code clean-up.
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,Merging,Refactor,,adding things to conversion module; tweaks + code clean-up.
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,Reshaping,Refactor,,adding things to conversion module; tweaks + code clean-up.
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,,Deprecate,,adding things to conversion module; tweaks + code clean-up.
